,M2,S2,N2,K2,K1,O1,P1
2022-10-21 10:55:00,1.0099768541892526,5.715953300261155,3.2313727758494046,0.2731773436540834,1.712238174541401,5.620388943958314,3.9072995878350705
2022-10-21 11:00:00,1.0521326110050886,5.759586531455845,3.2727367717093454,0.31693075185082975,1.7341148703498792,5.64066785311249,3.9290564715172938
2022-10-21 11:05:00,1.0942883680547926,5.803219762883366,3.314100767803186,0.36068416028284744,1.7559915662758474,5.660946762382864,3.9508133553155513
2022-10-21 11:10:00,1.1364441249883548,5.846852994194471,3.355464763780871,0.4044375686001338,1.7778682621443043,5.68122567159444,3.9725702390556017
2022-10-21 11:15:00,1.1785998819254964,5.890486225505576,3.396828759764162,0.44819097691833676,1.7997449580130738,5.701504580809103,3.994327122796032
2022-10-21 11:20:00,1.2207556387429381,5.934119456700266,3.4381927556257104,0.49194438512231287,1.8216216538245842,5.721783489961155,4.0160840064780015
2022-10-21 11:25:00,1.2629113957937363,5.9777526881277865,3.479556751720647,0.5356977935610558,1.8434983497533342,5.742062399229153,4.037840890276259
2022-10-21 11:30:00,1.30506715272789,6.021385919438892,3.520920747698934,0.5794512018845595,1.865375045624317,5.762341308438096,4.059597774016563
2022-10-21 11:35:00,1.3472229096666322,6.065019150749997,3.5622847436838114,0.6232046102099993,1.8872517414961223,5.782620217650636,4.08135465775674
2022-10-21 11:40:00,1.3893786664851717,6.108652381944687,3.6036487395464754,0.6669580184207007,1.9091284373104127,5.802899126800311,4.103111541438709
2022-10-21 11:45:00,1.4315344234242087,6.152285613255792,3.6450127355316475,0.7107114267492456,1.9310051331834792,5.8231780360115355,4.124868425179013
2022-10-21 11:50:00,1.4736901803556481,6.195918844566897,3.6863767315051916,0.7544648350797267,1.9528818290573682,5.843456945214166,4.14662530891919
2022-10-21 11:55:00,1.5158459374080913,6.239552075994418,3.7277407276017733,0.7982182435285559,1.9747585249902873,5.863735854478598,4.1683821927174485
2022-10-21 12:00:00,1.5580016942274713,9.521272659185342e-12,3.769104723465258,0.8419716517457321,1.9966352208072315,-0.39917054355381776,-2.093046230780042
2022-10-21 12:05:00,1.6001574511676042,0.043633231320626464,3.8104687194515448,0.8857250600810014,2.0185119166830785,-0.3788916343449703,-2.0712893470397375
2022-10-21 12:10:00,1.6423132081044567,0.08726646263173166,3.8518327154325176,0.9294784684184618,2.0403886125598745,-0.3586127251405261,-2.0495324632996876
2022-10-21 12:15:00,1.6844689651539344,0.13089969405925217,3.8931967115241006,0.9732318768740207,2.062265308495574,-0.33833381588253386,-2.02777557950143
2022-10-21 12:20:00,1.7266247219784752,0.17453292525394204,3.9345607073947786,1.0169852850979195,2.0841420043152987,-0.3180549067336764,-2.006018695819334
2022-10-21 12:25:00,1.7687804789197044,0.21816615656504723,3.9759247033821596,1.060738693439916,2.1060187001939257,-0.2977759975272064,-1.9842618120790299
2022-10-21 12:30:00,1.8109362357450471,0.2617993877597371,4.017288699253655,1.1044921016674314,2.127895396015167,-0.27749708837941045,-1.9625049283970606
2022-10-21 12:35:00,1.8530919927953682,0.3054326191872576,4.058652695346067,1.1482455101294615,2.14977209195352,-0.2572181791239212,-1.940748044598676
2022-10-21 12:40:00,1.8952477497336104,0.3490658504983628,4.100016691328446,1.1919989184767568,2.1716487878343598,-0.23693926992317127,-1.918991160858499
2022-10-21 12:45:00,1.9374035066761917,0.392699081809468,4.141380687317162,1.2357523268257324,2.193525483715894,-0.21666036071894945,-1.8972342771183222
2022-10-21 12:50:00,1.9795592634983123,0.43633231300415787,4.182744683183405,1.2795057350597192,2.2154021795397885,-0.1963814515777218,-1.8754773934362259
2022-10-21 12:55:00,2.0217150205537924,0.4799655444316784,4.224108679283006,1.3232591435284746,2.237278875480921,-0.17610254232054667,-1.8537205096378413
2022-10-21 13:00:00,2.06387077738078,0.5235987756263683,4.265472675156163,1.367012551766078,2.2591555713063327,-0.1558236331763161,-1.831963625955872
2022-10-21 13:05:00,2.106026534320139,0.5672320069374734,4.306836671139626,1.410765960121524,2.2810322671905197,-0.13554472397866213,-1.810206742215568
2022-10-21 13:10:00,2.14818229114361,0.6108652381321633,4.348200667007202,1.4545193683624884,2.30290896301732,-0.11526581483968323,-1.7884498585335988
2022-10-21 13:15:00,2.1903380480875807,0.6544984694432685,4.3895646629973255,1.498272776721297,2.324785658902897,-0.09498690563915435,-1.766692974793295
2022-10-21 13:20:00,2.2324938050280165,0.6981317007543737,4.430928658981883,1.542026185082043,2.346662354789297,-0.07470799644315723,-1.744936091053118
2022-10-21 13:25:00,2.2746495620853953,0.7417649321818942,4.472292655083399,1.5857795935611394,2.3685390507347264,-0.05442908718942041,-1.7231792072548604
2022-10-21 13:30:00,2.316805318909706,0.7853981633765841,4.51365665095183,1.629533001808575,2.3904157465641798,-0.03415017805294729,-1.7014223235727632
2022-10-21 13:35:00,2.3589610758547748,0.8290313946876893,4.555020646943036,1.6732864101741072,2.412292442452536,-0.013871268854793173,-1.6796654398324593
2022-10-21 13:40:00,2.4011168327965597,0.8726646259987945,4.596384642928958,1.7170398185418314,2.4341691383418427,0.006407640338953302,-1.6579085560924094
2022-10-21 13:45:00,2.4432725897345566,0.9162978573098997,4.637748638909044,1.7607932269112379,2.456045834231844,0.02668654952804317,-1.6361516723523595
2022-10-21 13:50:00,2.485428346680446,0.9599310886210048,4.679112634901085,1.804546635281815,2.477922530122286,0.0469654587244126,-1.6143947886120555
2022-10-21 13:55:00,2.5275841036266082,1.00356431993211,4.720476630893385,1.8483000436540724,2.4997992260134225,0.0672443679201869,-1.5926379048717516
2022-10-21 14:00:00,2.5697398604568846,1.0471975511268,4.761840626769829,1.8920534519118508,2.521675921847174,0.08752327705728746,-1.5708810211897823
2022-10-21 14:05:00,2.6118956173957226,1.090830782437905,4.803204622750757,1.9358068602877285,2.543552617739828,0.10780218624387289,-1.5491241374496054
2022-10-21 14:10:00,2.6540513744553142,1.1344640138654256,4.8445686188544705,1.9795602687816984,2.5654293136913844,0.12808109549213698,-1.5273672536512208
2022-10-21 14:15:00,2.6962071312864127,1.1780972450601155,4.885932614731722,2.0233136770445217,2.5873060095272202,0.14836000462745502,-1.5056103699692516
2022-10-21 14:20:00,2.738362888229883,1.2217304763712207,4.9272966107192975,2.067067085425185,2.6091827054218317,0.168638913816196,-1.4838534862289476
2022-10-21 14:25:00,2.780518645169817,1.2653637076823259,4.968660606701335,2.110820493807786,2.6310594013172657,0.18891782300040444,-1.4620966024887707
2022-10-21 14:30:00,2.8226744022307586,1.3089969391098464,5.010024602806416,2.154573902308739,2.6529360972717297,0.20919673224641733,-1.4403397186905131
2022-10-21 14:35:00,2.864830159062953,1.3526301703045363,5.05138859868476,2.198327310578284,2.674812793110345,0.22947564137935844,-1.4185828350085439
2022-10-21 14:40:00,2.9069859160072657,1.3962634016156414,5.09275259467318,2.2420807189654184,2.696689489007609,0.2497545505655963,-1.396825951268113
2022-10-21 14:45:00,2.949141672840008,1.4398966328103313,5.1341165905520585,2.285834127238328,2.7185661848476146,0.2700334596973491,-1.3750690675861437
2022-10-21 14:50:00,2.9912974299020467,1.4835298642378518,5.175480586658234,2.329587535746004,2.740442880804858,0.2903123689409861,-1.353312183787886
